Matricule,Age,Qualification,Secteur d'activité,Objectif,Diplome,Genre,niveau_etude,qualification_metier,secteur_metier,Filière / Spécialité,Secteur demandé,Métier visé / Qualification visée,Mobilité géographique,mobilite_norm,text_profile
PPBZV2510150047716,26,agent de voyage,Artisanat,Emploi,Pas de diplôme,Homme,Bac,Agent de Voyage,"Tourisme, Loisirs & Voyages",Aucune,Non déclaré,Agent de Voyage,Non déclaré,non déclaré,Agent de Voyage Agent de Voyage Aucune Emploi agent de voyage Pas de diplôme Bac
PPBZV2510150047717,29,logistique et transport,Transport terrestre - Transport - Transport Maritime - Transport Aérien - Transport Fluvial,Emploi,Pas de diplôme,Homme,Post-secondaire – Professionnel,Technicien Logistique et Transport,"Transport, Logistique & Supply Chain",Aucune,Non déclaré,Logistique et transport,Non déclaré,non déclaré,Logistique et transport Technicien Logistique et Transport Aucune Emploi logistique et transport Pas de diplôme Post-secondaire – Professionnel
PPBZV2510150047718,26,agent de sécurité,Sécurité et Gardiennage – Protection des Installations Stratégiques,Emploi,Pas de diplôme,Homme,Secondaire 1,Agent de Securite,"Sécurité, Sûreté & Défense",Aucune,Non déclaré,Agent de sécurité,Non déclaré,non déclaré,Agent de sécurité Agent de Securite Aucune Emploi agent de sécurité Pas de diplôme Secondaire 1
PPBZV2510170047919,22,mécanique auto,Machines et équipements / Automobile,Emploi,Pas de diplôme,Homme,Post-secondaire – Professionnel,Mecanicien Automobile,"Industrie, Production & Maintenance",Comptabilité et Gestion financière,Non déclaré,Mécanique Auto,Non déclaré,non déclaré,Mécanique Auto Mecanicien Automobile Comptabilité et Gestion financière Emploi mécanique auto Pas de diplôme Post-secondaire – Professionnel
PPBZV2510170047920,23,comptable,Finance,Emploi,Diplôme des Carrières Adminnistratives et Financières (DCAF),Homme,Post-secondaire – Professionnel,Comptable,"Finance, Banque, Assurance, Comptabilité & Fiscalité",Trésorerie,Non déclaré,Comptable,Non déclaré,non déclaré,Comptable Comptable Trésorerie Emploi comptable Diplôme des Carrières Adminnistratives et Financières (DCAF) Post-secondaire – Professionnel
PPBZV2510170047921,30,agent de sécurité,Sécurité et Gardiennage – Protection des Installations Stratégiques,Emploi,Brevet d'Études du Premier Cycle (BEPC),Homme,Secondaire 1,Agent de Securite,"Sécurité, Sûreté & Défense",Sécurité Privée,Non déclaré,Agent de sécurité,Non déclaré,non déclaré,Agent de sécurité Agent de Securite Sécurité Privée Emploi agent de sécurité Brevet d'Études du Premier Cycle (BEPC) Secondaire 1
PPBZV2510170047924,24,manœuvre,Commerce - Vente - Marketing - Grande distribution - Distribution - Négoce - Relation client,Emploi,Brevet d'Études du Premier Cycle (BEPC),Homme,Secondaire 1,Manœuvre,"Bâtiment, Travaux Publics & Aménagement du Territoire",Aucune,Non déclaré,Manœuvre,Non déclaré,non déclaré,Manœuvre Manœuvre Aucune Emploi manœuvre Brevet d'Études du Premier Cycle (BEPC) Secondaire 1
PPBZV2510170047926,29,comptable,Finance,Emploi,Bac +3,Homme,Bac +3,Comptable,"Finance, Banque, Assurance, Comptabilité & Fiscalité",Comptabilité,Non déclaré,Comptable,Non déclaré,non déclaré,Comptable Comptable Comptabilité Emploi comptable Bac +3 Bac +3
PPBZV2510170047927,27,caissière,Finance,Emploi,Licence,Femme,Bac +3,Agent de caisse,"Finance, Banque, Assurance, Comptabilité & Fiscalité",Comptabilité,Non déclaré,Caissière,Non déclaré,non déclaré,Caissière Agent de caisse Comptabilité Emploi caissière Licence Bac +3
PPBZV2510170047928,33,manœuvre,Commerce - Vente - Marketing - Grande distribution - Distribution - Négoce - Relation client,Emploi,Baccalauréat Général,Femme,Bac,Manœuvre,"Bâtiment, Travaux Publics & Aménagement du Territoire",Bac A,Non déclaré,Manœuvre,Non déclaré,non déclaré,Manœuvre Manœuvre Bac A Emploi manœuvre Baccalauréat Général Bac
PPBZV2510170047929,26,manœuvre,Commerce - Vente - Marketing - Grande distribution - Distribution - Négoce - Relation client,Emploi,Licence,Homme,Bac +3,Manœuvre,"Bâtiment, Travaux Publics & Aménagement du Territoire",Chimie de l'environnement,Non déclaré,Manœuvre,Non déclaré,non déclaré,Manœuvre Manœuvre Chimie de l'environnement Emploi manœuvre Licence Bac +3
PPBZV2510170047931,26,employé administratif,Commerce - Vente - Marketing - Grande distribution - Distribution - Négoce - Relation client,Emploi,Baccalauréat Général,Homme,Bac,Employé Administratif,Fonction Publique & Administration,Gestion administrative,Non déclaré,Employé administratif,Non déclaré,non déclaré,Employé administratif Employé Administratif Gestion administrative Emploi employé administratif Baccalauréat Général Bac
PPBZV2510170047934,29,manœuvre,Commerce - Vente - Marketing - Grande distribution - Distribution - Négoce - Relation client,Emploi,Baccalauréat Général,Homme,Bac,Manœuvre,"Bâtiment, Travaux Publics & Aménagement du Territoire",Bac A,Non déclaré,Manœuvre,Non déclaré,non déclaré,Manœuvre Manœuvre Bac A Emploi manœuvre Baccalauréat Général Bac
PPBZV2510170047936,22,informaticien,Informatique - Cybersécurité - Infographie - Data - Intelligence Artificielle - Digitalisation,Emploi,Baccalauréat Professionnel,Homme,Bac,Technicien Informatique,"Informatique, Data, Télécommunications & Digital",Bac A,Non déclaré,Informaticien,Non déclaré,non déclaré,Informaticien Technicien Informatique Bac A Emploi informaticien Baccalauréat Professionnel Bac
PPBZV2510170047942,33,chauffeur,Commerce - Vente - Marketing - Grande distribution - Distribution - Négoce - Relation client,Emploi,Brevet d'Etude Technique (BET),Homme,Bac,Chauffeur,"Transport, Logistique & Supply Chain",Soudure Homologué,Non déclaré,Chauffeur,Non déclaré,non déclaré,Chauffeur Chauffeur Soudure Homologué Emploi chauffeur Brevet d'Etude Technique (BET) Bac
PPBZV2510170047945,27,réceptionniste,Hôtellerie - Restauration,Emploi,Baccalauréat Général,Femme,Bac,Receptionniste,Hôtellerie-Restauration,Bac A,Non déclaré,Réceptionniste,Non déclaré,non déclaré,Réceptionniste Receptionniste Bac A Emploi réceptionniste Baccalauréat Général Bac
PPBZV2510170047946,25,gestion de caisse,Audits - Finance - Banque - Assurance - Fiscalité - Comptabilité - Expertise Comptable,Emploi,Licence,Femme,Bac +3,Agent de Caisse,"Finance, Banque, Assurance, Comptabilité & Fiscalité",Banque et Finance,Non déclaré,Gestion de caisse,Non déclaré,non déclaré,Gestion de caisse Agent de Caisse Banque et Finance Emploi gestion de caisse Licence Bac +3
PPBZV2510170047947,32,serveuse,Hôtellerie - Restauration,Emploi,Baccalauréat Général,Femme,Bac,Serveur,Hôtellerie-Restauration,Bac A,Non déclaré,Serveuse,Non déclaré,non déclaré,Serveuse Serveur Bac A Emploi serveuse Baccalauréat Général Bac
PPBZV2510170047950,24,administration et des ressources humaines,Administration et Gestion - Fonction Publique - Ressources Humaines - Recrutement - Société d'intérim,Emploi,Bac +3,Homme,Bac +3,Assistant en Ressources Humaines,"Conseil, Stratégie & Gestion des Ressources Humaines",Gestion des Ressources Humaines,Gestion Administrative,Administration et des Ressources Humaines,Non,non,Administration et des Ressources Humaines Assistant en Ressources Humaines Gestion des Ressources Humaines Gestion Administrative Emploi administration et des ressources humaines Bac +3 Bac +3
PPBZV2510170047954,35,assistant des ressources humaines,Administration et Gestion - Fonction Publique - Ressources Humaines - Recrutement - Société d'intérim,Emploi,Licence,Homme,Bac +3,Assistant en Ressources Humaines,"Conseil, Stratégie & Gestion des Ressources Humaines",Gestion des Ressources Humaines,Non déclaré,Assistant des ressources humaines,Non déclaré,non déclaré,Assistant des ressources humaines Assistant en Ressources Humaines Gestion des Ressources Humaines Emploi assistant des ressources humaines Licence Bac +3
PPBZV2510170047956,27,serveuse,Hôtellerie - Restauration,Emploi,BAC Technique,Femme,Bac,Serveur,Hôtellerie-Restauration,Gestion,Non déclaré,Serveuse,Non déclaré,non déclaré,Serveuse Serveur Gestion Emploi serveuse BAC Technique Bac
PPBZV2510170047967,31,etudiante,Divers,Formation,Baccalauréat Général,Femme,Bac,Etudiant,Parcours Étudiant et Formation,Bac A,Non déclaré,Etudiante,Non déclaré,non déclaré,Etudiante Etudiant Bac A Formation etudiante Baccalauréat Général Bac
PPBZV2510170047968,34,assistant juridique et administratif,Droit et Justice,Emploi,Bac +5,Femme,Bac +4/+5 et plus,Assistant Juridique et Administratif,Droit et Justice,Droit International,Non déclaré,assistant juridique et administratif,Non déclaré,non déclaré,assistant juridique et administratif Assistant Juridique et Administratif Droit International Emploi assistant juridique et administratif Bac +5 Bac +4/+5 et plus
PPBZV2510170047969,27,economiste monétaire et financiere,Énergie Renouvelable - Solaire - Éolien - Biomasse - Hydroélectrique - Électricité - Énergie,Emploi,Licence,Femme,Bac +3,Analyste Financier,"Finance, Banque, Assurance, Comptabilité & Fiscalité",Economie internationale,Non déclaré,Economiste monétaire et financiere,Non déclaré,non déclaré,Economiste monétaire et financiere Analyste Financier Economie internationale Emploi economiste monétaire et financiere Licence Bac +3
PPBZV2510170047972,43,chauffeur polyvalent,Transport terrestre - Transport - Transport Maritime - Transport Aérien - Transport Fluvial,Emploi,Brevet d'Études du Premier Cycle (BEPC),Homme,Secondaire 1,Chauffeur Polyvalent,"Transport, Logistique & Supply Chain",Transport Routier,Non déclaré,chauffeur polyvalent,Non déclaré,non déclaré,chauffeur polyvalent Chauffeur Polyvalent Transport Routier Emploi chauffeur polyvalent Brevet d'Études du Premier Cycle (BEPC) Secondaire 1
PPBZV2510170047977,36,agent de sécurité,Sécurité et Gardiennage – Protection des Installations Stratégiques,Emploi,Baccalauréat Général,Homme,Bac,Agent de Securite,"Sécurité, Sûreté & Défense",Bac A,Non déclaré,Agent de sécurité,Non déclaré,non déclaré,Agent de sécurité Agent de Securite Bac A Emploi agent de sécurité Baccalauréat Général Bac
PPBZV2510160047722,29,caissière,Finance,Emploi,Pas de diplôme,Femme,Bac,Agent de caisse,"Finance, Banque, Assurance, Comptabilité & Fiscalité",Aucune,Service client - Centre d’appel - Téléopérateur,Caissière,Non,non,Caissière Agent de caisse Aucune Service client - Centre d’appel - Téléopérateur Emploi caissière Pas de diplôme Bac
PPBZV2510170047979,32,assistant comptable,Audits - Finance - Banque - Assurance - Fiscalité - Comptabilité - Expertise Comptable,Emploi,Bac +3,Homme,Bac +3,Assistant Comptable,"Finance, Banque, Assurance, Comptabilité & Fiscalité",Comptabilité et Gestion financière,Audits - Finance - Banque - Assurance - Fiscalité - Comptabilité - Expertise Comptable,Assistant comptable,Non,non,Assistant comptable Assistant Comptable Comptabilité et Gestion financière Audits - Finance - Banque - Assurance - Fiscalité - Comptabilité - Expertise Comptable Emploi assistant comptable Bac +3 Bac +3
PPBZV2510170047982,34,auditeur,Finance,Emploi,Licence Professionnelle,Femme,Bac +3,Auditeur Interne,"Finance, Banque, Assurance, Comptabilité & Fiscalité",Banque et Finance,Non déclaré,Auditeur,Non déclaré,non déclaré,Auditeur Auditeur Interne Banque et Finance Emploi auditeur Licence Professionnelle Bac +3
PPBZV2510170047985,30,caissière,Finance,Emploi,Licence,Femme,Bac +3,Agent de caisse,"Finance, Banque, Assurance, Comptabilité & Fiscalité",Droit privé,Non déclaré,Caissière,Non déclaré,non déclaré,Caissière Agent de caisse Droit privé Emploi caissière Licence Bac +3
PPBZV2510170047991,26,technicien de fibre optique,Réseaux et Télécommunications,Emploi,Baccalauréat Général,Femme,Bac,Technicien Fibre Optique,"Informatique, Data, Télécommunications & Digital",Bac D,Non déclaré,Technicien de fibre optique,Non déclaré,non déclaré,Technicien de fibre optique Technicien Fibre Optique Bac D Emploi technicien de fibre optique Baccalauréat Général Bac
PPBZV2510170047996,36,secrétaire de direction,Administration et Gestion - Fonction Publique - Ressources Humaines - Recrutement - Société d'intérim,Emploi,Brevet de Technicien Supérieur (BTS),Femme,Post-secondaire – Professionnel,Assistant de Direction,"Conseil, Stratégie & Gestion des Ressources Humaines",Secrétariat,Non déclaré,Secrétaire de direction,Non déclaré,non déclaré,Secrétaire de direction Assistant de Direction Secrétariat Emploi secrétaire de direction Brevet de Technicien Supérieur (BTS) Post-secondaire – Professionnel
PPBZV2510170047998,39,management commercial,Commerce - Vente - Marketing - Grande distribution - Distribution - Négoce - Relation client,Emploi,BAC Technique,Homme,Bac,Management Commercial,"Commerce, Vente, Marketing & Distribution",Management Commercial,Non déclaré,Management Commercial,Non déclaré,non déclaré,Management Commercial Management Commercial Management Commercial Emploi management commercial BAC Technique Bac
PPBZV2510170048000,24,agent commercial,Commerce - Vente - Marketing - Grande distribution - Distribution - Négoce - Relation client,Emploi,Baccalauréat Général,Femme,Bac,Commercial,"Commerce, Vente, Marketing & Distribution",Bac A,Non déclaré,Agent Commercial,Non déclaré,non déclaré,Agent Commercial Commercial Bac A Emploi agent commercial Baccalauréat Général Bac
PPBZV2510160047723,32,agent qhse,"Environnement - Hygiène-Qualité - Sécurité - Extraction, Production et commercialisation d'eau - Collecte des déchets",Emploi,Pas de diplôme,Homme,Bac +3,Technicien QHSE,"Assurance Qualité, Contrôle, Testing (QHSE)",Aucune,Non déclaré,Agent QHSE,Non déclaré,non déclaré,Agent QHSE Technicien QHSE Aucune Emploi agent qhse Pas de diplôme Bac +3
PPBZV2510160047724,29,banque et finance,Administration et Gestion - Fonction Publique - Ressources Humaines - Recrutement - Société d'intérim,Emploi,Pas de diplôme,Homme,Bac +4/+5 et plus,Analyste Marchés Financiers,"Finance, Banque, Assurance, Comptabilité & Fiscalité",Aucune,Non déclaré,Banque et finance,Non déclaré,non déclaré,Banque et finance Analyste Marchés Financiers Aucune Emploi banque et finance Pas de diplôme Bac +4/+5 et plus
PPBZV2510170048004,29,economiste,Finance,Emploi,Bac +3,Homme,Bac +3,Économiste,Divers,Economie de Développement Durable,Non déclaré,Economiste,Non déclaré,non déclaré,Economiste Économiste Economie de Développement Durable Emploi economiste Bac +3 Bac +3
PPBZV2510170048005,31,gestionnaire de stock,Commerce - Vente - Marketing - Grande distribution - Distribution - Négoce - Relation client,Emploi,Baccalauréat Général,Homme,Bac,Gestionnaire de Stock,"Transport, Logistique & Supply Chain",Génie Logiciel,Non déclaré,Gestionnaire de Stock,Non déclaré,non déclaré,Gestionnaire de Stock Gestionnaire de Stock Génie Logiciel Emploi gestionnaire de stock Baccalauréat Général Bac
PPBZV2510170048007,24,secrétaire bureautique,Administration et Gestion - Fonction Publique - Ressources Humaines - Recrutement - Société d'intérim,Emploi,Baccalauréat,Homme,Bac,Secrétaire Bureautique,Fonction Publique & Administration,Bac A,Administration et Gestion - Fonction Publique - Ressources Humaines - Recrutement - Société d'intérim,secrétaire bureautique,Non,non,secrétaire bureautique Secrétaire Bureautique Bac A Administration et Gestion - Fonction Publique - Ressources Humaines - Recrutement - Société d'intérim Emploi secrétaire bureautique Baccalauréat Bac
